208	118516	120	173	665
209	118675	120	179	691
210	119094	120	107	630
211	119373	120	161	734
212	119552	139	170	726
213	120131	159	379	514
214	121207	100	410	480
215	121765	219	369	559
216	122403	100	155	565
217	124397	179	331	504
218	124596	160	276	516
219	125554	140	405	505
220	126132	179	286	612
221	126331	100	320	642
222	127448	120	342	558
223	127587	120	357	575
224	127806	159	124	234
225	128404	219	296	198
226	129641	219	79	553
227	129880	100	60	704
228	130000	100	88	696
229	130538	140	74	696
230	130697	120	87	702
231	130917	160	127	731
232	131096	160	112	734
233	131614	199	128	730
234	132033	160	146	605
235	132312	199	191	738
236	132711	199	149	773
237	132930	140	195	783
238	133688	120	255	730
239	134186	179	230	783
240	134565	120	276	686
241	135383	259	310	637
242	135662	120	282	703
243	136559	180	346	766
244	137416	120	193	723
245	137556	100	225	748
246	137755	100	257	742
247	137875	100	258	732
248	138433	100	88	684
249	138872	179	105	543
250	139071	160	162	548
251	139271	120	157	542
252	140407	120	38	622
253	141264	100	119	629
254	141444	100	145	631
255	141942	199	45	650
256	142680	160	53	680
257	142979	140	42	717
258	144036	199	99	552
259	144255	100	94	544
260	144594	160	79	560
261	146328	199	91	662
262	146747	100	141	649
263	146887	120	150	646
264	147325	140	187	638
265	147724	100	210	771
266	148422	100	197	742
267	149060	140	258	696
268	149319	239	58	688
269	149758	379	72	704
270	150256	160	196	733
271	150435	279	246	737
272	150794	199	146	726
273	151113	199	226	733
274	151452	100	203	787
275	151711	120	234	773
276	151851	160	237	731
277	152270	100	239	715
278	153067	160	327	798
279	153406	120	239	804
280	153625	459	314	805
281	154443	179	299	815
282	154662	359	310	811
283	155041	399	330	756
284	155500	179	379	756
285	156297	180	319	588
286	156915	120	213	692
287	157055	140	229	691
288	157214	179	235	686
289	157852	119	318	690
290	157992	100	336	692
291	158391	120	329	602
292	159128	180	325	572
293	160424	100	98	203
294	160623	100	100	191
295	160903	100	74	198
296	162139	199	122	515
297	163355	120	140	612
298	163495	100	139	616
299	163853	179	112	612
300	164531	139	167	627
301	164790	140	196	636
302	165010	120	192	647
303	165289	199	196	646
304	166027	100	295	624
305	166345	219	326	637
306	166585	100	269	621
307	166904	239	318	640
308	167342	180	365	660
309	167602	120	341	656
310	167741	100	341	653
311	168977	100	389	528
312	169954	100	496	439
313	170393	140	228	637
314	172048	199	412	627
315	173384	140	342	697
316	173543	179	314	671
317	173742	140	303	632
318	174002	120	310	636
319	174141	100	261	694
320	174580	259	294	612
321	174939	100	300	597
322	175058	319	289	619
323	175397	120	268	574
324	177471	140	224	605
325	177730	100	226	590
326	178268	140	212	601
327	179026	120	407	681
328	179165	160	401	685
329	179385	159	404	689
330	179763	199	405	692
331	180342	199	382	676
332	180661	159	337	714
333	181418	100	1022	661
334	181678	139	1044	687
335	181857	140	933	722
336	182335	160	309	210
337	183332	180	937	736
338	183751	100	1110	767
339	183891	100	1110	752
340	184050	179	1243	794
341	184828	120	1139	722
342	185067	100	1082	774
343	185246	100	1078	786
344	185426	179	962	726
345	185884	120	1094	728
346	186283	179	930	722
347	186821	319	964	780
348	187459	120	937	724
349	187719	518	1139	736
350	188297	179	1078	767
351	188536	180	924	738
352	188735	180	993	789
353	189234	100	926	725
354	189493	120	923	725
355	189633	100	945	713
356	190031	100	863	765
357	190390	140	954	759
358	190789	100	941	801
359	191028	140	1026	733
360	191248	219	1049	760
361	191626	199	1024	796
362	191846	140	978	824
363	192125	199	983	829
364	192603	120	926	629
365	193122	140	973	692
366	193381	100	935	729
367	193500	100	967	700
368	193640	219	928	710
369	194138	239	928	722
370	194477	140	972	693
371	194637	139	965	691
372	194816	100	986	602
373	195813	100	1022	675
374	196172	140	1059	765
375	196910	100	1139	718
376	197249	239	1237	716
377	198046	179	1154	712
378	198285	199	1017	690
379	198584	239	1027	699
380	199043	120	1136	665
381	199482	180	1144	651
382	200020	100	1126	634
383	200239	120	887	703
384	200718	140	907	660
385	200897	199	933	714
386	201416	100	978	728
387	201774	120	949	789
388	202093	179	867	823
389	202692	160	94	199
390	203589	100	302	246
391	203709	100	286	213
392	203988	180	511	234
393	204307	180	513	197
394	204685	139	673	208
395	204885	119	656	210
396	206181	140	584	247
397	206480	100	514	227
398	207178	139	94	216
399	207477	120	83	239
400	207796	100	517	219
401	208134	140	271	224
402	208573	100	74	205
403	208693	120	123	251
404	209191	100	60	216
405	210348	120	387	645
406	211045	140	121	575
407	211484	100	267	715
408	211624	120	253	711
409	212780	219	267	547
410	213019	120	221	549
411	213378	120	170	540
412	213657	160	259	554
413	214156	120	261	556
414	215053	100	247	694
415	215173	100	236	703
416	216030	219	359	735
417	216428	140	391	694
418	216588	179	416	673
419	217067	140	466	665
420	217625	140	264	550
421	218123	120	279	544
422	218622	120	377	599
423	218981	120	394	685
424	219220	279	382	678
425	219579	219	298	617
426	219858	160	311	614
427	220217	120	370	614
428	220536	219	383	622
429	220835	259	383	637
430	221453	140	390	599
431	221911	100	378	614
432	222210	100	243	647
433	222809	219	213	663
434	223048	160	225	674
435	224164	120	208	642
436	224503	100	246	673
437	224643	279	241	683
438	224942	140	317	711
439	225420	159	241	659
440	225759	140	176	701
441	226138	100	166	653
442	226517	100	162	635
443	226696	179	172	572
444	227195	299	313	658
445	227693	239	335	741
446	228152	219	332	744
447	228391	199	306	748
448	228630	139	320	752
449	228830	179	305	741
450	229029	140	309	766
451	230006	120	351	686
452	232179	100	454	697
453	232319	239	443	701
454	232777	319	433	697
455	233375	100	440	662
456	233495	100	426	688
457	233814	100	372	670
458	234392	160	328	756
459	234572	140	351	762
460	234731	339	391	782
461	235090	259	338	773
462	235489	199	170	682
463	235708	160	186	701
464	236187	120	142	624
465	236366	120	215	527
466	236785	100	403	770
467	236984	359	318	762
468	237363	199	318	770
469	237662	100	312	767
470	237981	179	252	772
471	238260	140	252	762
472	238878	279	295	766
473	239357	439	325	785
474	240214	199	240	750
475	240433	100	243	741
476	240912	120	277	750
477	243165	120	946	842
478	243504	100	889	628
479	243922	100	854	761
480	244162	239	899	736
481	244421	100	908	739
482	244800	100	1046	726
483	245198	140	997	789
484	246235	139	833	736
485	246833	119	991	712
486	249006	180	927	768
487	249206	239	924	790
488	249804	319	933	797
489	250263	139	847	750
490	250462	120	880	740
491	251299	120	807	723
492	252535	140	329	773
493	252695	120	254	817
494	252854	179	256	803
495	253173	140	265	819
496	254090	319	373	783
497	254549	160	437	768
498	254828	199	489	773
499	255725	299	508	766
500	256543	100	556	758
501	256822	199	244	815
502	258217	120	519	225
503	259434	179	567	253
504	259812	140	571	243
505	261128	120	298	213
506	262464	120	141	270
507	278354	179	310	498
508	278813	120	337	495
509	279431	159	305	458
510	280886	120	319	472
511	281504	100	364	485
512	281863	120	319	477
513	290536	120	119	605
514	291055	100	62	550
515	291692	140	132	657
516	298491	239	97	251
517	299229	100	204	669
518	299688	100	309	691
519	299847	120	300	677
520	301223	140	765	953
521	301821	139	423	774
522	301980	219	469	779
523	302240	120	458	771
524	302718	100	166	743
525	302838	120	173	756
526	303675	180	215	743
527	304173	120	336	628
528	304333	120	349	635
529	305729	279	217	509
530	306227	140	293	502
531	306626	100	197	408
532	307025	100	194	531
533	308221	180	177	539
534	308659	140	103	234
535	308899	140	127	249
536	310753	160	214	538
537	311072	120	136	585
538	311630	100	108	529
539	311909	100	73	550
540	312607	100	165	505
541	313744	100	271	464
542	314042	140	366	452
543	314421	100	331	460
544	315996	100	163	506
545	316196	100	138	504
546	316595	100	295	491
547	316714	120	311	489
548	318648	120	347	518
549	318808	100	338	494
550	319186	100	338	520
551	319386	179	346	525
552	319585	100	340	534
553	319725	100	335	518
554	320303	120	324	526
555	320582	100	366	574
556	320722	140	374	564
557	320921	100	342	563
558	321280	180	411	596
559	321758	140	387	650
560	323333	120	396	658
561	323971	100	303	243
562	324270	100	297	254
563	324490	100	370	636
564	324709	140	391	638
565	324868	100	341	621
566	326005	140	327	540
567	327381	159	957	763
568	327580	100	945	780
569	327700	100	958	790
570	327879	199	904	835
571	328118	219	907	816
572	328397	159	816	740
573	329534	120	966	752
574	329893	140	982	771
575	330391	160	955	788
576	330650	219	959	802
577	330890	239	954	793
578	331149	219	954	790
579	331448	100	977	766
580	332106	259	1036	845
581	332664	159	869	729
582	332943	100	840	734
583	334060	100	934	799
584	334379	100	944	809
585	334538	100	930	810
586	334698	179	913	839
587	335974	100	991	721
588	336173	139	1010	717
589	336372	239	851	742
590	336652	219	819	723
591	338167	100	845	613
592	338566	140	840	611
593	339323	199	996	635
594	339543	180	1002	653
595	339862	100	1015	677
596	340161	100	917	701
597	341337	159	1041	588
598	341935	160	1009	623
599	342114	498	995	621
600	342732	120	1012	600
601	342912	100	1015	637
602	343052	239	1018	638
603	344607	100	999	630
604	345145	100	1026	641
605	345265	140	1041	628
606	345683	100	1036	696
607	345863	180	1128	695
608	346401	179	1004	734
609	346700	120	1085	719
610	346959	120	1081	670
611	347258	100	1159	702
612	347817	160	848	600
613	348634	140	1008	602
614	348794	120	854	611
615	349093	100	836	610
616	349511	179	1075	695
617	349810	259	1111	724
618	350089	180	1114	719
619	350289	379	1105	733
620	350747	160	1101	713
621	350987	199	1112	718
622	351684	279	876	640
623	352043	139	1050	685
624	352283	100	1158	734
625	352482	140	1221	756
626	352940	120	1229	680
627	353279	100	1161	816
628	353519	100	924	728
629	353937	160	823	737
630	354416	100	824	730
631	354775	179	924	804
632	354974	219	958	786
633	355273	140	957	801
634	355473	180	986	783
635	355672	319	964	786
636	356071	140	958	778
637	356270	100	960	775
638	356410	179	1037	862
639	356689	120	1076	832
640	357068	120	1004	896
641	357267	140	1091	822
642	357427	119	1123	805
643	358104	100	995	881
644	358284	159	1058	857
645	358862	160	1034	867
646	359061	180	1017	866
647	359261	199	1054	863
648	359480	219	1041	858
649	359879	179	1105	875
650	360078	120	1108	870
651	362072	120	949	807
652	362291	159	971	787
653	362471	199	957	778
654	362989	160	951	778
655	364385	179	994	794
656	364584	219	1012	789
657	365122	140	1024	791
658	365481	100	530	449
659	367016	100	490	453
660	368213	100	367	656
661	368332	120	400	660
662	368611	140	328	645
663	368930	339	397	667
664	369409	179	389	655
665	369608	160	405	656
666	370306	139	299	714
667	370565	100	362	634
668	370884	100	359	632
669	371682	100	352	610
670	372021	120	445	689
671	372180	160	472	685
672	372360	120	386	739
673	372559	100	365	744
674	372998	100	475	692
675	373237	120	332	668
676	373915	119	588	672
677	374313	120	416	739
678	374772	120	386	650
679	376148	100	860	763
680	377045	100	897	746
681	377165	199	930	740
682	378341	239	947	804
683	378780	179	1049	682
684	379657	120	1129	736
685	379796	160	1130	729
686	383026	100	1104	701
687	383305	100	1067	689
688	383425	100	1072	697
689	383804	159	1053	711
690	384422	179	1116	722
691	384920	160	1104	817
692	385957	160	1111	712
693	386137	139	1092	716
694	386316	120	1091	720
695	386655	219	1152	711
696	386894	120	1148	701
697	387093	120	1122	710
698	387472	160	1088	713
699	387851	199	1099	698
700	388549	219	1105	699
701	388848	140	1089	665
702	389008	140	1064	696
703	389506	100	1065	716
704	391121	179	1128	498
705	391440	140	1097	699
706	391599	439	1098	721
707	392078	219	1075	729
708	394251	120	1122	716
709	394889	120	1065	733
710	395647	100	1048	733
711	396663	159	1112	862
712	396963	100	1073	868
713	397142	140	1054	867
714	397900	120	1092	735
715	398358	120	861	391
716	399774	100	1106	752
717	400830	120	1197	797
718	401468	179	1111	831
719	401728	100	1146	830
720	402047	140	1187	766
721	402585	159	1087	744
722	403442	159	1161	702
723	403662	239	1198	714
724	404419	199	1141	695
725	405795	159	1238	764
726	407170	100	1042	621
727	408726	100	820	607
728	411457	100	1015	644
729	412833	120	848	710
730	413710	100	901	732
731	414348	100	879	621
732	414687	100	888	646
733	415484	100	76	215
734	416461	100	293	266
735	426191	100	1194	686
736	433468	179	957	667
737	434226	140	983	730
738	435661	140	945	811
739	436499	100	908	819
740	437914	100	1104	852
741	439090	120	813	713
742	439230	140	837	722
743	441423	160	1172	850
744	441682	100	1199	933
745	443596	140	924	826
746	443796	160	848	745
747	444015	160	858	735
748	444194	139	883	742
749	444354	120	840	752
750	444553	120	935	758
751	445012	219	957	730
752	445570	120	896	716
753	445710	179	901	738
754	446547	120	852	757
755	446906	120	852	803
756	447205	180	825	837
757	447604	160	888	814
758	447883	100	901	829
759	448242	100	923	790
760	448680	160	937	737
761	448939	219	813	714
762	449358	100	814	730
763	449498	139	862	716
764	450614	120	924	651
765	452468	100	951	592
766	453206	120	1008	509
767	453505	120	997	527
768	453645	180	998	571
769	454303	120	949	588
770	455040	100	1133	557
771	455898	179	1172	557
772	456097	140	1240	553
773	456476	100	1135	558
774	456795	160	1133	572
775	457353	100	1149	613
776	457553	179	1228	673
777	457772	140	1208	669
778	457951	120	1210	676
779	458270	180	1137	569
780	458729	140	1088	445
781	459247	100	1105	570
782	461899	160	852	683
783	463972	120	1015	590
784	464272	120	1090	582
785	464431	120	1100	594
786	464570	100	1066	594
787	464690	100	1089	573
788	465468	140	1174	626
789	465767	120	1166	640
790	466325	159	1113	693
791	466504	159	1111	692
792	466684	259	1095	692
793	467182	179	1131	690
794	467382	160	1117	685
795	467900	160	1055	693
796	468080	120	1059	686
797	468678	100	1034	545
798	469296	160	1033	506
799	470851	100	1033	617
800	471250	100	1153	626
801	472725	100	1156	692
802	473024	120	1110	715
803	473164	120	1129	692
804	473383	120	1034	526
805	473602	140	1019	506
806	474320	179	1121	697
807	474599	140	1143	693
808	475018	120	1099	672
809	475297	219	1151	686
810	475596	140	1084	548
811	476134	100	1162	680
812	476354	120	1147	693
813	476493	140	1164	677
814	476692	180	1212	665
815	476992	139	1176	665
816	477151	120	1202	653
817	477530	100	1218	661
818	478427	100	959	600
819	478646	160	964	595
820	479384	120	996	687
821	479544	120	997	675
822	479703	100	948	719
823	479922	179	946	710
824	480281	100	941	698
825	480441	219	971	700
826	481019	199	926	725
827	481238	279	923	720
828	481816	159	931	785
829	481996	459	951	794
830	482574	140	1078	720
831	482734	160	1083	723
832	483072	140	1083	722
833	483292	159	909	706
834	483471	120	1031	759
835	483671	100	1041	758
836	483810	159	1023	757
837	484329	140	1039	763
838	484488	100	1086	734
839	484628	239	1073	744
840	485166	120	1008	856
841	485305	140	1008	857
842	486322	179	933	678
843	486621	160	972	689
844	486980	100	890	734
845	487200	259	831	785
846	487519	120	788	767
847	487658	140	785	770
848	488077	119	834	800
849	488476	199	892	864
850	488795	120	893	872
851	488954	100	871	881
852	489114	120	863	868
853	489353	120	906	870
854	489592	100	818	792
855	490170	120	938	684
856	490449	180	947	788
857	491107	120	902	784
858	491705	179	939	786
859	491905	179	926	778
860	492144	159	945	804
861	492423	180	943	800
862	492622	100	994	810
863	492942	140	977	777
864	493101	120	952	773
865	493241	299	994	761
866	493600	140	945	771
867	494317	100	1006	774
868	494596	140	1093	762
869	494915	100	1053	818
870	495055	120	1072	806
871	495633	100	966	762
872	495793	179	988	742
873	495992	120	957	779
874	496291	120	980	782
875	496690	120	969	800
876	496989	120	977	793
877	497607	199	955	804
878	502412	100	1028	901
879	504346	159	1232	848
880	507017	100	912	882
881	508632	180	884	882
882	508971	100	864	892
883	509430	160	899	891
884	510168	120	992	900
885	511424	140	990	955
886	511982	100	879	886
887	513677	179	884	890
888	514693	100	995	911
889	518063	159	881	859
890	518302	120	860	859
891	520615	120	1153	677
892	521313	120	1233	819
893	521572	299	989	786
894	521891	100	996	787
895	523067	100	302	246
896	524323	100	99	234
897	525101	100	550	786
898	525220	100	536	835
899	525340	179	564	797
900	525818	140	873	715
901	525978	159	865	708
902	526656	179	993	780
903	527154	179	1191	695
904	527354	179	1179	675
905	527752	199	1148	674
906	528251	219	1233	667
907	528610	120	1167	599
908	529068	100	1166	711
909	529467	259	1046	795
910	529786	279	959	851
911	530643	319	925	818
912	531002	119	912	836
913	531860	100	977	865
914	532039	120	985	866
915	532258	239	1010	881
916	532717	120	935	858
917	534930	120	1113	848
918	535568	100	1091	942
919	536266	180	915	914
920	537960	100	1093	592
921	538279	160	1017	508
922	538878	120	1107	455
923	540054	100	866	507
924	540792	140	313	204
925	541788	100	113	254
926	542107	100	735	398
927	542925	139	903	505
928	544181	120	933	656
929	544360	100	961	658
930	544659	179	1008	644
931	545417	120	966	630
932	546414	239	985	759
933	546912	100	1114	878
934	547251	139	1198	858
935	547510	100	1116	868
936	548208	179	928	616
937	548527	120	920	630
938	548966	120	994	531
939	549225	219	990	496
940	549823	199	932	620
941	550162	120	899	514
942	550601	140	935	625
943	551299	100	933	652
944	552694	120	865	623
945	553910	100	864	711
946	554568	120	981	681
947	554828	179	956	707
948	555346	180	988	684
949	556024	100	837	722
950	556722	100	809	707
951	557300	120	1096	700
952	557499	239	1182	785
953	557798	100	1089	714
954	557998	179	945	778
955	558197	219	948	793
956	558735	139	933	721
957	559014	120	907	728
958	559513	319	922	727
959	560370	179	935	697
960	577516	120	956	791
961	578015	239	1009	775
962	578493	100	1028	751
963	578992	140	1029	760
964	579171	199	1036	750
965	579490	160	1022	765
966	580427	100	1238	806
967	581245	119	968	749
968	584435	140	1030	838
969	588243	120	1056	843
970	588921	100	913	807
971	589040	100	943	820
972	589180	119	925	819
973	589319	100	934	823
974	591572	120	1014	869
975	595201	120	865	810
976	596258	139	868	769
977	601441	100	971	811
978	601601	140	986	833
979	602897	179	915	891
980	603395	120	903	852
981	604751	100	881	830
982	606027	100	1016	879
983	606147	120	905	829
984	608200	140	801	732
985	608579	100	765	704
986	609157	199	858	797
987	609656	140	893	726
988	610971	120	868	503
989	611290	120	798	663
990	611470	100	795	674
991	611669	120	806	678
992	612547	160	775	706
993	612726	239	780	702
994	613025	120	791	703
995	613464	100	1035	644
996	613803	259	860	611
997	614102	100	835	625
998	614301	140	882	498
999	614461	100	1028	598
1000	614660	219	1025	675
1001	614899	100	1071	658
1002	615019	140	1055	683
1003	615278	299	1049	677
1004	616255	140	1050	692
1005	616574	100	1182	830
1006	616714	120	1167	812
1007	616953	180	1168	805
1008	617152	120	1168	799
1009	617411	120	1168	813
1010	617551	179	1168	802
1011	617950	199	1034	810
1012	618269	219	999	790
1013	618548	120	1003	705
1014	618887	100	1071	683
1015	619146	199	1050	789
1016	619644	179	1029	804
1017	619844	100	1029	801
1018	620900	120	755	452
1019	621957	160	783	463
1020	622675	140	995	727
1021	623014	120	933	637
1022	623293	120	1010	768
1023	623692	219	979	776
1024	623931	160	954	733
1025	624389	140	911	625
1026	624728	100	873	654
1027	625107	359	904	638
1028	625805	120	877	689
1029	626383	100	863	659
1030	626822	259	899	655
1031	628217	100	834	735
1032	629075	100	772	737
1033	629932	459	918	837
1034	631667	140	780	824
1035	646939	120	361	880
1036	647298	120	391	897
1037	648932	100	371	751
1038	655512	159	288	223
1039	696204	120	1006	488
1040	697580	100	969	605
1041	697859	140	946	620
1042	698417	100	1064	580
1043	702126	100	1084	627
1044	703362	120	1034	621
1045	704239	160	1137	601
1046	705854	120	946	620
1047	706711	100	935	594
1048	707290	139	928	602
1049	708605	140	985	484
1050	709522	100	1166	446
1051	710958	100	1026	757
1052	722801	120	1013	744
1053	732072	100	999	618
1054	733268	159	1063	738
1055	733547	120	999	576
1056	735381	100	1113	559
1057	737355	199	828	764
1058	737834	139	850	798
1059	739788	120	995	587
1060	758509	100	1074	734
1061	759187	120	1064	737
1062	760722	140	1081	716
1063	777808	160	1208	659
1064	781198	100	967	739
1065	797846	179	830	573
1066	798364	279	925	653
1067	799600	219	939	658
1068	799939	159	952	648
1069	800338	199	963	644
1070	800996	120	878	705
1071	801295	179	921	699
1072	801554	120	923	700
1073	801913	120	870	701
1074	802212	120	862	705
1075	802352	139	875	694
1076	820235	100	463	571
1077	822827	140	346	542
1078	825599	120	245	397
1079	826117	100	283	439
1080	830483	100	365	454
1081	833773	120	76	443
1082	835408	159	113	508
1083	837521	199	214	662
1084	838797	100	280	609
1085	838997	199	232	651
1086	839216	140	226	649
1087	839475	120	224	656
1088	839615	160	232	659
1089	839874	119	230	645
1090	840053	100	234	652
1091	840572	219	171	638
1092	841808	100	397	655
1093	842366	199	341	739
1094	842585	299	301	755
1095	843443	120	252	749
1096	843662	100	215	759
1097	844061	100	200	751
1098	846034	160	609	843
1099	846613	100	608	843
1100	847550	100	508	593
1101	849663	100	89	228
1102	849962	100	297	178
1103	850082	100	288	163
1104	850620	140	298	181
1105	851019	120	512	185
1106	851198	100	296	181
1107	851776	100	641	174
1108	852335	100	661	214
1109	853232	100	680	239
1110	853551	100	666	208
1111	854348	140	289	226
1112	854747	100	302	216
1113	854947	120	64	170
1114	855086	100	82	199
1115	855445	100	564	824
1116	856502	160	607	813
1117	857837	179	593	830
1118	858176	100	588	841
1119	858396	160	594	852
1120	858575	100	644	836
1121	859034	239	118	239
1122	859333	140	97	221
1123	860011	100	275	162
1124	860629	199	647	918
1125	861067	199	675	930
1126	861705	100	610	880
1127	861845	140	589	898
1128	862144	180	584	903
1129	862503	160	588	914
1130	862742	379	580	928
1131	863201	100	623	986
1132	863340	100	623	985
1133	864756	180	254	190
1134	872491	100	1084	758
1135	883357	120	989	731
1136	884275	100	1023	744
1137	886169	100	1044	823
1138	886667	160	1025	826
1139	887883	160	554	890
1140	897094	160	630	927
1141	897772	100	743	966
1142	898271	100	742	971
1143	898630	120	751	966
1144	900763	140	526	870
1145	904013	179	543	927
1146	904212	179	570	909
1147	904611	100	559	900
1148	904870	120	667	898
1149	910034	100	1114	796
1150	911250	120	592	914
1151	911390	180	580	918
1152	915317	180	681	204
1153	920142	120	635	870
1154	923292	299	626	871
1155	923631	379	634	868
1156	924030	100	626	869
1157	929493	100	1055	836
1158	946719	100	222	718
1159	947496	140	366	714
1160	948055	160	320	709
1161	949191	199	212	570
1162	951982	160	925	629
1163	952501	140	956	576
1164	952860	100	844	568
1165	953019	120	740	466
1166	956229	100	100	228
1167	956648	100	90	203
1168	956787	120	88	216
1169	958362	120	267	247
1170	958522	160	321	247
1171	958861	159	295	234
1172	960436	139	1137	611
1173	961134	140	1020	475
1174	961453	120	986	552
1175	961991	100	846	499
1176	963008	100	1249	607
1177	963287	120	1228	486
1178	963486	199	961	934
1179	963905	259	846	879
1180	964403	100	823	921
1181	965201	100	913	510
1182	966557	160	1060	555
1183	966896	140	843	736
1184	967314	100	1047	682
1185	968092	120	867	750
1186	968849	120	898	644
1187	969029	179	954	690
1188	970086	100	928	646
1189	970484	160	928	637
1190	970664	199	908	638
1191	972020	199	1012	594
1192	972259	120	1033	580
1193	973076	199	857	740
1194	973295	459	880	749
1195	973794	439	903	822
1196	974851	140	1035	762
1197	975010	179	1039	810
1198	975309	219	1000	803
1199	975648	279	953	800
1200	976266	259	1207	786
1201	976785	140	1170	730
1202	977861	120	1032	692
1203	978200	160	1062	496
1204	978778	100	1087	454
1205	980433	100	862	691
1206	981390	159	855	578
1207	982387	100	345	704
1208	983145	120	506	446
1209	984102	120	247	745
1210	984580	120	269	734
1211	984779	200	289	744
1212	985079	100	288	732
1213	985637	100	253	694
1214	987312	100	284	700
1215	987611	179	284	617
1216	987910	100	291	660
1217	990043	140	747	960
1218	991419	100	418	740
1219	992037	100	744	964
1220	993990	100	504	858
1221	994708	100	501	848
1222	994948	120	305	679
1223	995127	179	570	882
